hora,nota
17:54,"El presidente del Congreso deja constancia del voto a favor de los congresistas Revilla Villanueva y Herrera Medina; del voto en contra de los congresistas Echeverría Rodríguez, Portalatino Ávalos y Picón Quedo; y del voto en abstención de la congresista Ugarte Mamani." 
