metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Sesión virtual del 17 de diciembre de 2021
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/49B6BC3EA180A988052587B3006312A8/$FILE/Asis_vot_OFICIAL_17-12-21.pdf
dia,2021-12-17
hora,20:09
asunto,"TEXTO SUSTITUTORIO DEL PROYECTO DE LEY 535, QUE PROPONE LA LEY QUE DECLARA DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA PROMOCIÓN Y DESARROLLO DEL CORREDOR TURÍSTICO DE LAS PLAYAS DE AREQUIPA, MOQUEGUA Y TACNA, DEL LITORAL SUR PERUANO"
presidente,"WONG PUJADA, ENRIQUE"
quorum,62
