hora,nota
12:17,"Después de cerrada la votación electrónica, dejan constancia verbal de sus votos a favor los congresistas Agüero Gutiérrez, Alva Rojas, Anderson Ramírez, Arriola Tueros, Balcazar Zelada, Bazán Narro, Cavero Alva, Cueto Azerví, Doroteo Carbajo, Echeverría Rodríguez, Elera García, Málaga Trillo, Martínez Talavera, Medina Hermosilla, Monteza Facho, Muñante Barrios, Paredes Fonseca, Paredes Gonzales, Paredes Pique, Pariona Siche, Portero López, Saavedra Casternoque, Soto Palacios, Torres Salinas, Tudela Gutiérrez; y de sus votos en contra de los congresistas Guerra-García Campos e Infantes Castañeda."
