metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2022-2023
legislatura,Primera Legislatura Ordinaria
sesion,Asistencias y votaciones de la sesión del 29-08-2022
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/C0B4273B82E4C30B052588B400630176/$FILE/Asis_vot_OFICIAL_29-08-22.pdf
dia,2022-08-29
