metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Segunda Legislatura Ordinaria
sesion,Sesión virtual del 31 de marzo de 2022
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/01CDED070EFD1DB80525881C00748B53/$FILE/Asis_vot_OFICIAL_31-03-22.pdf
dia,2022-03-31
hora,15:11
asunto,"MOCIÓN 2224, QUE PROPONE CENSURAR AL MINISTRO DE SALUD, HERNÁN YURI CONDORI MACHADO, POR SU MANIFIESTA FALTA DE IDONEIDAD Y CAPACIDAD PARA EL EJERCICIO DEL CARGO"
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,62
