metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Asistencia a la sesión solemne del 24-11-2021
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/8AAB5B9E982B410A052587AC00519371/$FILE/Asis_vot_PROVISIONAL_09-12-21.pdf
dia,2021-12-09
hora,11:32
asunto,"SEGUNDA VOTACIÓN DE LOS PROYECTOS DE LEY 663 Y 684, QUE PROPONEN LA LEY QUE DECLARA FERIADO NACIONAL EL 9 DE DICIEMBRE EN CONMOMERACIÓN DE LA BATALLA DE AYACUCHO QUE CONSOLIDÓ LA INDEPENDENCIA DE AMÉRICA"
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,65
