metadato,valor
dia,2021-07-26
hora,10:40
asunto,"CUESTIÓN DE ORDEN PLANTEADA POR LA CONGRESISTA LUQUE IBARRA RESPECTO DE LA APLICACIÓN DEL ARTÍCULO 12 DEL REGLAMENTO DEL CONGRESO PARA PERMITIR LA PARTICIPACIÓN DE LA LISTA N° 3 EN EL PROCESO DE ELECCIÓN DE LA MESA DIRECTIVA"
presidente,"QUITO SARMIENTO, BERNARDO JAIME"
quorum,66
