metadato,valor
dia,2024-03-13
hora,17:53
asunto,"TEXTO SUSTITUTORIO DEL PROYECTO DE LEY 3186, QUE PROPONE MODIFICAR EL DECRETO LEGISLATIVO 1297, DECRETO LEGISLATIVO PARA LA PROTECCIÓN DE NIÑAS, NIÑOS Y ADOLESCENTES SIN CUIDADOS PARENTALES o EN RIESGO DE PERDERLOS, A FIN DE ESTABLECER NUEVOS PLAZOS PARA LOS PROCEDIMIENTOS POR RIESGO, DESPROTECCION FAMILIAR Y ADOPCIÓN"
presidente,"SOTO REYES, ALEJANDRO"
quorum,63
