metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2023-2024
legislatura,Primera Legislatura Ordinaria
sesion,Asistencias y votaciones de la sesión del 02-11-2023
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/675F492B20FB2F4E05258A66006C7D0D/$FILE/Asis_vot_OFICIAL_02-11-2023.pdf
dia,2023-11-02
