hora,nota
16:36,"Después de cerrada la votación electrónica, dejan constancia verbal de sus votos a favor los congresistas Agüero Gutiérrez, Alva Rojas, Anderson Ramírez, Arriola Tueros, Balcazar Zelada, Bazán Narro, Cavero Alva, Chirinos Venegas, Cueto Aserví, Doroteo Carbajo, Echeverría Rodríguez, Elera García, Guerra-García Campos, Huamán Coronado, Infantes Castañeda, Málaga Trillo, Martínez Talavera, Medina Hermosilla, Monteza Facho, Muñante Barrios, Paredes Fonseca, Paredes Gonzales, Paredes Pique, Pariona Siche, Portero López, Soto Palacios, Torres Salinas, Tudela Gutiérrez."
