metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Sesión virtual del 18 de noviembre de 2021
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/95083BB58291E1A10525879700502873/$FILE/Asis_vot_OFICIAL_18-11-2021.pdf
dia,2021-11-18
hora,12:33
asunto,"TEXTO SUSTITUTORIO DEL PROYECTO DE LEY 33, QUE PROPONE LA LEY QUE INCORPORA EL LITERAL H) DEL ARTÍCULO 6 EN LA LEY 30355, LEY PROMOCIÓN Y DESARROLLO DE LA AGRICULTURA FAMILIAR"
presidente,"CAMONES SORIANO, LADY MERCEDES "
quorum,59
