metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Sesión virtual del 17 de diciembre de 2021
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/49B6BC3EA180A988052587B3006312A8/$FILE/Asis_vot_OFICIAL_17-12-21.pdf
dia,2021-12-17
hora,23:07
asunto,"TEXTO SUSTITUTORIO CONSENSUADO DE LAS COMISIONES DE DESCENTRALIZACIÓN Y DE CONSTITUCIÓN RECAÍDO EN LOS PROYECTOS DE LEY 5, 37, 48, 51, 55 Y 491, QUE PROPONE LA LEY QUE MODIFICA LA LEY 29158, LEY ORGÁNICA DEL PODER EJECUTIVO CON LA FINALIDAD DE ESTABLECER PROCEDIMIENTOS PARA EL NOMBRAMIENTO DE MINISTROS Y VICEMINISTROS, Y ATRIBUCIONES DEL CONSEJO DE MINISTROS"
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,61
