metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Sesión virtual del 09 de setiembre de 2021
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/A9400F86710FD94C052587510071B700/$FILE/Asis_vot_OFICIAL_09-09-21.pdf
dia,2021-09-09
hora,12:04
asunto,"ADMISIÓN A DEBATE DE LA MOCIÓN 149, QUE PROPONE ACTIVAR PARA EL PERIODO PARLAMENTARIO 2021-2026 LA COMISIÓN ESPECIAL DE SEGUIMIENTO PARLAMENTARIO AL ACUERDO DE LA ALIANZA DEL PACÍFICO, A FIN DE FORTALECER LA COOPERACIÓN EN TÉRMINO ECONÓMICO Y SOCIALES QUE IMPULSE LA INVERSIÓN, EL EMPLEO Y EL CRECIMIENTO DE LAS PYMES A TRAVÉS DE LA GENERACIÓN DE CADENAS DE VALOR REGIONALES INTEGRADAS ASIA-PACÍFICO"
presidente,"WONG PUJADA, ENRIQUE "
quorum,63
