hora,nota
21:00,"La congresista Moyano Delgado, primera vicepresidenta del Congreso, en ejercicio de la presidencia, deja constancia del voto a favor de los congresistas Juárez Calle, Zeballos Madariaga, Portalatino Ávalos, Quito Sarmiento y Revilla Villanueva; del voto en contra del congresista Sánchez Palomino; y del voto en abstención del congresista Málaga Trillo."
