metadato,valor
dia,2022-10-13
hora,19:49
asunto,"ALLANAMIENTO A LAS OBSERVACIONES FORMULADAS POR EL SEÑOR PRESIDENTE DE LA REPÚBLICA A LA AUTÓGRAFA RECAÍDA EN LOS PROYECTOS DE LEY 607, 2016 Y 2158, QUE PROPONE ESTABLECER MEDIDAS A FIN DE GARANTIZAR LA COBERTURA ADECUADA, CONTINUIDAD Y CALIDAD DEL SERVICIO DE TRANSPORTE PÚBLICO EN LIMA Y CALLAO"
presidente,"WILLIAMS ZAPATA, JOSÉ DANIEL"
quorum,61
