hora,nota
20:00,"El congresista Soto Reyes, presidente del Congreso, deja constancia de su voto a favor; así como del voto a favor de los congresistas Castillo Rivas, Camones Soriano, Lizarzaburu Lizarzaburu, Luna Gálvez, Juárez Gallegos, Salhuana Cavides, Picón Quedo, Acuña Peralta Héctor y Guerra García Campos; del voto en contra de los congresistas Quispe Mamani, Portalatino Ávalos y Limachi Quispe; y del voto en abstención del congresista Espinoza Vargas."
