hora,nota
19:13,"El congresista Soto Reyes, presidente del Congreso, deja constancia del voto a favor de los congresistas Salhuana Cavides, Alva Prieto, Camones Soriano, Moyano Delgado, Tudela Gutiérrez y Julon Irigoin; del voto en contra de los congresistas Alcarraz Agüero, Flores Ancachi y Quiroz Barboza; y del voto en abstención de la congresista Heidinger Ballesteros."
