metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Sesión virtual del 13 de enero de 2022
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/1301E580ECD7F2D8052587D000541778/$FILE/Asis_vot_OFICIAL_13-01-2022_3.pdf
dia,2022-01-13
hora,20:58
asunto,"EXONERACIÓN DE LA SEGUNDA VOTACIÓN DEL TEXTO SUSTITUTORIO DEL PROYECTO DE LEY 564 (ACTUALIZADO), QUE PROPONE LA LEY QUE PRECISA LA LEY 31173, LEY QUE GARANTIZA EL CUMPLIMIENTO DE LA LEY 29625, LEY DE DEVOLUCIÓN DE DINERO DEL FONAVI A LOS TRABAJADORES QUE CONTRIBUYERON AL MISMO, PRIORIZANDO A LA POBLACIÓN VULNERABLE, COMO CONSECUENCIA DE LA PANDEMIA DE LA COVID-19"
presidente,"WONG PUJADA, ENRIQUE"
quorum,64
