hora,nota
16:53,"El congresista Soto Reyes, presidente del Congreso, deja constancia del voto a favor de los congresistas Varas Meléndez, Soto Palacios, Taipe Coronado, Valer Pinto, Limachi Quispe y Moyano Delgado; del voto en contra de las congresistas Monteza Facho y Camones Soriano; y del voto en abstención del congresista Coayla Juárez."
