hora,nota
21:55,"El congresista Soto Reyes, presidente del Congreso, deja constancia del voto a favor de los congresistas Mori Celis, Limachi Quispe y Reymundo Mercado; del voto en contra de los congresistas Alegría García, Muñante Barrios y Zeballos Aponte; y del voto en abstención del congresista Elías Avalos."
