hora,nota
17:34,"LA SEÑORA CONGRESISTA CAMONES SORIANO, PRIMERA VICEPRESIDENTA DEL CONGRESO, EN EJERCICIO DE LA PRESIDENCIA, PRECISA QUE NO SE CONSIDERARÁ EL VOTO DE LA CONGRESISTA CHIRINOS VENEGAS POR SER MIEMBRO DE LA COMISIÓN PERMANENTE"
