metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Sesión virtual del 31 de enero de 2022
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/CE4D3E61BBBD3DAA052587DE00741E21/$FILE/Asis_vot_OFICIAL_31-01-22.pdf
dia,2022-01-31
hora,22:31
asunto,"TEXTO SUSTITURIO DE LOS PROYECTOS DE LEY 506, 540 Y 541 (ACTUALIZADOS), QUE PROPONE LA LEY QUE DECLARA DE INTERÉS NACIONAL Y DE NECESIDAD PÚBLICA LA PUESTA EN VALOR NATURAL Y CULTURAL EL SANTUARIO PATRIÓTICO NACIONAL DE CHACAMARCA PARA EL DESARROLLO TURÍSTICO"
presidente,"CAMONES SORIANO, LADY MERCEDES"
quorum,63
