hora,nota
17:00,"El presidente del Congreso deja constancia del voto a favor de los congresistas Flores Ruíz, Ernesto Bustamante, Jáuregui Martínez de Aguayo, Yarrow Lumbreras, Cordero Jon Tay María, Quito Sarmiento, Balcázar Zelada, Aragón Carreño, Cruz Mamani, Calle Lobatón, Moyano Delgado, Arriola Tueros, Acuña Peralta María, Paredes Piqué, Quiroz Barboza, Reymundo Mercado, Cerrón Rojas, Soto Palacios, Morante Figari, Palacios Huamán, Saavedra Casternoque, Soto Reyes, Córdova Lobatón, Medina Hermosilla, Camones Soriano, Echeverría Rodríguez y Liarzaburu Lizarzaburu."
17:00,"En este reporte de votación no se considera al congresista que ejerce la presidencia."
