hora,nota
22:22,"Después de cerrada la votación electrónica, dejan constancia verbal de sus votos a favor los congresistas Agüero Gutiérrez, Alva Rojas, Anderson Ramírez, Arriola Tueros, Cavero Alva, Chirinos Venegas, Cueto Aserví, Doroteo Carbajo, Guerra-García Campos, Huamán Coronado, Infantes Castañeda, Martinez Talavera, Medina Hermosilla, Monteza Facho, Muñante Barrios, Paredes Fonseca, Paredes Gonzales, Pariona Sinche, Portero Lopez y Tudela Gutiérrez; y de sus votos en contra los congresistas Balcazar Zolada, Bazán Narro, Echeverría Rodríguez, Elera García, Málaga Trillo, Paredes Pique, Soto Palacios y Torres Salinas"
