metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,SESIÓN VIRTUAL DEL PLENO DEL CONGRESO DE LA REPÚBLICA
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/807EF3A0C55FD41705258767005C0085/$FILE/Asis_vot_OFICIAL_29-09-2021.pdf
dia,2021-09-29
hora,17:25
asunto,"MOCIÓN 370, QUE PROPONE OTORGAR FACULTADES DE COMISIÓN INVESTIGADORA, POR 180 DÍAS HÁBILES, A LA COMISIÓN DE FISCALIZACIÓN Y CONTRALORÍA A FIN DE INDAGAR Y AVERIGUAR EXHAUSTIVAMENTE TODOS LOS HECHOS RELACIONADOS O
LIGADOS, DIRECTA E INDIRECTAMENTE, A LA PANDEMIA COVID-19 Y A LA EMERGENCIA SANITARIA NACIONAL, DESDE LA ENTRADA EN VIGENCIA DEL DECRETO SUPREMO 008-2020-SA HASTA EL 26 DE JULIO DE 2021 HÁBILES, A LA COMISIÓN DE FISCALIZACIÓN Y CONTRALORÍA A FIN DE INDAGAR Y AVERIGUAR EXHAUSTIVAMENTE TODOS LOS HECHOS RELACIONADOS O LIGADOS, DIRECTA E INDIRECTAMENTE, A LA PANDEMIA COVID-19 Y A LA EMERGENCIA SANITARIA NACIONAL, DESDE LA ENTRADA EN VIGENCIA DEL DECRETO SUPREMO 008-2020-SA HASTA EL 26 DE JULIO DE 2021 DISPOSICION TRANSITORIA A LA LEY ORGÁNICA DE ELECCIONES "
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,62
