metadato,valor
dia,2023-06-09
hora,00:13
asunto,"CONCURRENCIA DEL MINISTRO DE JUSTICIA Y DERECHOS HUMANOS, DANIEL YSAU MAURATE ROMERO PARA QUE RESPONDA EL PLIEGO INTERPELATORIO DE LA MOCIÓN 6347 EL JUEVES 15 DE JUNIO DE 2023 A LAS 17:00 HRS"
presidente,"WILLIAMS ZAPATA, JOSÉ DANIEL"
quorum,62
