metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Segunda Legislatura Ordinaria
sesion,Sesión virtual del 12 de mayo de 2022
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/D440D45308F396F20525884400726192/$FILE/Asis_vot_OFICIAL_12-05-22.pdf
dia,2022-05-12
hora,23:45
asunto,"EXONERACIÓN DE LA SEGUNDA VOTACIÓN DEL TEXTO SUSTITUTORIO DE LOS PROYECTOS DE LEY 349, 437, 438, 722, 782, 956, 992, 1131 Y 1168, QUE PROPONE RECONOCER EL DERECHO Y DISPONER EL PAGO DE LA BONIFICACIÓN ESPECIAL POR PREPARACIÓN DE CLASES Y EVALUACIÓN, BONIFICACIÓN ADICIONAL POR DESEMPEÑO DEL CARGO Y POR PREPARACIÓN DE DOCUMENTOS DE GESTIÓN, SIN LA EXIGENCIA DE SENTENCIA JUDICIAL Y MENOS EN CALIDAD DE COSA JUZGADA"
presidente,"WONG PUJADA, ENRIQUE"
quorum,63
