metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Segunda Legislatura Ordinaria
sesion,Sesión virtual del 28 de abril de 2022
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/D513E2F2A01D5BDC0525883A0076BF02/$FILE/Asis_vot_OFICIAL_28-04-22.pdf
dia,2022-04-28
hora,17:47
asunto,"RATIFICACIÓN DEL ACUERDO DE JUNTA DE PORTAVOCES SOBRE LA EXONERACIÓN DEL PLAZO DE PUBLICACIÓN EN EL PORTAL DEL CONGRESO, EXONERACIÓN DEL DICTAMEN DE LA COMISIÓN DE CONSTITUCIÓN  Y LA AMPLIACIÓN DE AGENDA, RESPECTO AL PROYECTO DE LEY 1756, QUE PROPONE AUTORIZAR AL JNE LA AMPLIACIÓN DE FORMA EXCEPCIONAL Y POR ÚNICA VEZ DEL PLAZO PARA LA PRESENTACIÓN DE LAS LISTAS DE CANDIDATOS PARA LAS ELECCIONES INTERNAS."
presidente,"WONG PUJADA, ENRIQUE"
quorum,61
