metadato,valor
dia,2023-05-25
hora,22:11
asunto,"TEXTO SUSTITUTORIO DEL PROYECTO DE LEY 3382, QUE PROPONE RECONOCER Y PROMOCIONAR LOS NEGOCIOS DE PREPARACIÓN O VENTA DE DULCES TRADICIONALES COMO MICROEMPRESAS GENERADORAS DE AUTOEMPLEO PRODUCTIVO EN LA VÍA PÚBLICA"
presidente,"WILLIAMS ZAPATA, JOSÉ DANIEL"
quorum,59
