metadato,valor
dia,2023-09-14
hora,18:19
asunto,"INSISTENCIA EN LA AUTÓGRAFA OBSERVADA POR LA PRESIDENCIA DE LA REPÚBLICA RECAÍDA EN LOS PROYECTOS DE LEY 374, 1423 Y 4356, QUE PROPONE INCORPORAR A LOS DOCENTES CIVILES DE LAS INSTITUCIONES DE EDUCACIÓN SUPERIOR DEL MINISTERIO DE DEFENSA Y DEL MINISTERIO DEL INTERIOR EN LA CARRERA DOCENTE UNIVERSITARIA"
presidente,"SOTO REYES, ALEJANDRO"
quorum,62
