metadato,valor
dia,2024-03-06
hora,11:08
asunto,"TEXTO SUSTITUTORIO DEL PROYECTO DE LEY 5793, QUE PROPONE DECLARAR DE INTERÉS NACIONAL LA CREACIÓN DEL CENTRO DE FORMACIÓN PARA LA PROTECCIÓN DEL MEDIOAMBIENTE DE LA POLICÍA NACIONAL DEL PERU"
presidente,"SOTO REYES, ALEJANDRO"
quorum,65
