hora,nota
22:38,"Después de cerrada la votación electrónica, dejan constancia verbal de sus votos a favor los congresistas Agüero Gutiérrez, Alva Rojas, Anderson Ramírez, Cavero Alva, Cueto Aserví, Doroteo Carbajo, Guerra-García Campos, Huamán Coronado, Infantes Castañeda, Martínez Talavera, Medina Hermosilla, Monteza Facho, Chirinos Venegas, Muñante Barrios, Paredes Fonseca, Paredes Gonzales, Pariona Sinche, y Tudela Gutiérrez; de sus votos en contra los congresistas Balcazar Zolada, Bazán Narro, Echeverría Rodríguez, Elera García, Málaga Trillo, Paredes Pique y Torres Salinasl y de su abstención la congresista Portero López."
