metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Sesión virtual del pleno del Congreso de la República
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/1BF7AD99878BDBB70525873E00044D38/$FILE/Asis_vot_OFICIAL_12_08_21.pdf
dia,2021-08-12
hora,20:03
asunto,"T.S. DE LA MOCIÓN 017, QUE PROPONE CONFORMAR LA COMISIÓN ESPECIAL ENCARGADA DE LA SELECCIÓN DE CANDIDATAS O CANDIDATOS APTOS PARA LA ELECCIÓN DE MAGISTRADOS DEL TRIBUNAL CONSTITUCIONAL, CONFORME A LO ESTABLECIDO EN EL ART. 201 DE LA CONSTITUCIÓN POLÍTICA Y EL ART. 6 DEL REGLAMENTO DEL CONGRESO, EL PROCESO DE SELECCIÓN DE MAGISTRADOS DEL TRIBUNAL CONSTITUCIONAL SE DEBE DESARROLLAR CONFORME A LOS PRINCIPIOS MERITOCRÁTICOS Y TRANSPARENCIA. "
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,64
