metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Segunda Legislatura Ordinaria
sesion,Sesión virtual del 31 de marzo de 2022
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/01CDED070EFD1DB80525881C00748B53/$FILE/Asis_vot_OFICIAL_31-03-22.pdf
dia,2022-03-31
hora,20:43
asunto,"EXONERACIÓN DE LA SEGUNDA VOTACIÓN DEL TEXTO SUSTITUTORIO CONSENSUADO DE LAS COMISIONES AGRARIA Y DE CIENCIA, INNOVACIÓN Y TECNOLOGÍA, RECAÍDO EN LOS PROYECTOS DE LEY 388, 427, 643 Y 795, QUE PROPONE EL FORTALECIMIENTO DE LAS CADENAS PRODUCTIVAS DEL CAFÉ Y DEL CACAO"
presidente,"WONG PUJADA, ENRIQUE"
quorum,62
