hora,nota
15:46,"El congresista Soto Reyes, presidente del Congreso, deja constancia del voto a favor de los congresistas Reymundo Mercado, Alva Rojas. Huamán Coronado, Julon Irigoin, Tacuri Valdivia, Cortez Aguirre, Vergara Mendoza y Flores Ruíz; del voto en contra de los congresistas Robles Araujo y Sánchez Palomino; del vot en abstención de los congresistas Cutipa Ccama y Cavero Alva; y del cambio de voto de abstención por voto a favor de la congresista Luque Ibarra."
