metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Segunda Legislatura Ordinaria
sesion,Sesión virtual del 12 de mayo de 2022
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/D440D45308F396F20525884400726192/$FILE/Asis_vot_OFICIAL_12-05-22.pdf 
dia,2022-05-12
hora,22:51
asunto,"PROYECTO DE RESOLUCIÓN LEGISLATIVA 2011, QUE AUTORIZA AL SEÑOR PRESIDENTE DE LA REPÚBLICA PARA SALIR DEL TERRITORIO NACIONAL DEL 21 AL 27 DE MAYO DE 2022"
presidente,"WONG PUJADA, ENRIQUE"
quorum,64
