metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2022-2023
legislatura,Segunda Legislatura Ordinaria
sesion,Asistencias y votaciones de la sesión del 27-04-2023
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/CFE5CD65B32BD9D4052589AA005EBF4F/$FILE/Asis_vot_OFICIAL_27-04-2023.pdf
dia,2023-04-27
