metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Sesión virtual del 16 de setiembre de 2021
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/60DF5F886BE1797405258760005E97EA/$FILE/Asis_vot_OFICIAL_16-09-21_II.pdf
dia,2021-09-17
hora,00:03
asunto,"RECONSIDERACIÓN DE LA VOTACIÓN SOBRE LA ADMISIÓN DE LA MOCIÓN 323, QUE ACUERDA INTERPELAR AL MINISTRO DE TRABAJO Y PROMOCIÓN DEL EMPLEO, IBER ANTENOR MARAVÍ OLARTE "
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,63
