metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Segunda Legislatura Ordinaria
sesion,Sesión virtual del 28 de abril de 2022
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/D513E2F2A01D5BDC0525883A0076BF02/$FILE/Asis_vot_OFICIAL_28-04-22.pdf
dia,2022-04-28
hora,18:21
asunto,"CUESTIÓN PREVIA PARA QUE PASE LAS COMISIONES DE CONSTITUCIÓN Y DE PRESUPUESTO EL PROYECTO DE LEY 1756, QUE PROPONE AUTORIZAR AL JURADO NACIONAL DE ELECCIONES LA AMPLIACIÓN DE FORMA EXCEPCIONAL Y POR UNICA VEZ DEL PLAZO PARA LA PRESENTACIÓN DE LAS LISTAS DE CANDIDATOS PARA LAS ELECCIONES INTERNAS, EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2022"
presidente,"WONG PUJADA, ENRIQUE"
quorum,61
