metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2023-2024
legislatura,Primera Legislatura Ordinaria
sesion,Asistencia de la sesión del 05-10-2023 (Elección de la primera vicepresidencia del Congreso)
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/8A51AA0E766CCF4705258A4A004F186F/$FILE/Asis_OFICIAL_05-10-23.pdf
dia,2023-10-05
