metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Asistencia a la sesión del 25-11-2021
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/8E994F8F536746ED0525879C005CEF29/$FILE/Asis_vot_OFICIAL_25-11-2021.pdf
dia,2021-11-25
hora,21:46
asunto,"ADMISIÓN DE LA MOCIÓN 1132, QUE PROPONE INTERPELAR AL MINISTRO DE EDUCACIÒN, CARLOS ALFONSO GALLARDO GÓMEZ, A FIN DE QUE CONCURRA AL CONGRESO DE LA REPÚBLICA Y DE CUENTA A LA CIUDADANÍA DE LAS GRAVES IRREGULARIDADES OCURRIDAS EN LA APLICACIÓN DE LA PRUEBA ÙNICA NACIONAL DE LA EVALUACIÓN DOCENTE 2021 Y RESPONDA EL PLIEGO INTERPELATORIO"
presidente,ALVA PRIETO MARÍA DEL CARMEN
quorum,65
