hora,nota
17:28,"El congresista Soto Reyes, presidente del Congreso, deja constancia del voto a favor de la congresista Pablo Medina; del voto en contra de los congresistas Cavero Alva, Flores Ruíz, Alva Prieto, Salhuana Cavides, Azurín Loayza y Martínez Talavera; y del voto en abstención del congresista Elías Avalos."
