metadato,valor
dia,2023-06-22
hora,13:50
asunto,"EXONERACIÓN DE LA SEGUNDA VOTACIÓN DEL TEXTO SUSTITUTORIO CONSENSUADO DE LAS COMISIONES DE TRANSPORTES, DE JUSTICIA Y DE DEFENSA DEL CONSUMIDOR DE LOS PL 2151, 3340 Y 3481, QUE PROPONE MODIFICAR EL D.LEG. 1338, QUE CREA EL REGISTRO NACIONAL DE EQUIPOS TERMINALES MÓVILES PARA LA SEGURIDAD, ORIENTADO A LA PREVENCIÓN Y COMBATE DEL COMERCIO ILEGAL DE EQUIPOS TERMINALES MÓVILES Y AL FORTALECIMIENTO DE LA SEGURIDAD CIUDADANA"
presidente,"MONTEZA FACHO, SILVIA MARÍA"
quorum,62
