metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Sesión virtual del 02 de febrero de 2022
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/04E0B1A815D8B9F5052587DD00668A3A/$FILE/Asis_vot_OFICIAL_2-02-22.pdf
dia,2022-02-02
hora,11:35
asunto,"TEXTO SUSTITUTORIO DEL PROYECTO DE LEY 426, QUE PROPONE MODIFICAR LA LEY 27972, LEY ORGÁNICA DE MUNICIPALIDADES, PARA PROMOVER EL DESARROLLO DE PROYECTOS NACIONALES E INTERNACIONALES DE CIENCIA, TECNÓLOGÍA E INNOVACIÓN, Y DECLARA DE INTERÉS NACIONAL LA CONSTRUCCIÓN DEL OBSERVATORIO DE RAYOS GAMMA DE CAMPO AMPLIO DEL HEMISFERIO SUR (SWGO) EN EL SUR DEL PAÍS"
presidente,"ALVA  PRIETO, MARÌA DEL CARMEN"
quorum,63
