hora,nota
20:01,"El presidente del Congreso deja constancia del voto a favor de los congresistas Bálcazar Zelada, Anderson Ramírez, Martínez Talavera, Montalvo Cubas, Elías Avalos, Huamán Coronado, Cordero Jon Tay Luis y Córdova Lobatón; del voto en contra de los congresistas Bazán Narro, Luque Ibarra y Sánchez Palomino; y del voto en abstención del congresista Kamiche Morante."
