metadato,valor
dia,2023-05-18
hora,22:22
asunto,"CUESTIÓN DE ORDEN PARA FIJAR EL NÚMERO DE MIEMBROS DE LA COMISIÓN PERMANENTE EN 29 INTEGRANTES EN LA VOTACIÓN DEL INFORME FINAL DE LA DENUNCIA CONSTITUCIONAL 300"
presidente,"WILLIAMS ZAPATA, JOSÉ DANIEL"
quorum,61
