metadato,valor
dia,2022-07-15
hora,22:50
asunto,"TEXTO SUSTITUTORIO DE LOS PROYECTOS DE LEY 1438, 1781 Y 2189 (ACTUALIZADOS), QUE PROPONE DECLARAR DE INTERÉS NACIONAL Y NECESIDAD PÚBLICA LA CREACIÓN DE LA PROVINCIA DE COLCABAMBA EN EL DEPARTAMENTO DE HUANCAVELICA"
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,62
