metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2023-2024
legislatura,Primera Legislatura Ordinaria
sesion,Asistencias y votación de la sesión del 11-10-2023
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/6AACE8526CF81BDD05258A4C006EA3D4/$FILE/Asis_vot_OFICIAL_11-10-23.pdf
dia,2023-10-11
