metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Sesión virtual del pleno del Congreso de la República
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/C7E242AA0224776B05258782005DC225/$FILE/Asis_vot_OFICIAL_21-10-21.pdf
dia,2021-10-21
hora,21:15
asunto,"
CUADRO NOMINATIVO DE LA COMISION MULTIPARTIDARIA DE ANALISIS, SEGUIMIENTO, COORDINACION Y FORMULACION DE PROPUESTAS PARA EL PROYECTO BINACIONAL PUYANGO-TUMBES, DURANTE
EL PERIODO PARLAMENTARIO 2021-2026, CON LA FINALIDAD DE CONTRIBUIR CON LOS ESFUERZO EN MATERIA LEGISLATIVA, DE SEGUIMIENTO Y DE CONTROL POLITICO A LAS 
ACCIONES DESARROLLADAS POR EL PODER EJECUTIVO, EN EL GOBIERNO REGIONAL DE TUMBES Y EL CONGRESO DE LA REPUBLICA"
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,65
