metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,Período Anual de Sesiones 2021 - 2022
legislatura,Segunda Legislatura Ordinaria
sesion,Asistencias y votaciones de la sesión del 07-07-2022
url_pdf,
dia,2022-07-07
