hora,nota
16:10,"El presidente del Congreso deja constancia del voto a favor de los congresistas Revilla Villanueva, Alva Rojas, Lizarzaburu Lizarzaburu, Espinoza Vargas, Quiroz Barboza y Ventura Angel."
