hora,nota
23:55,"El presidente del Congreso deja constancia del voto a favor de los congresistas Revilla Villanueva, López Morales, Paredes Fonseca, Medina Hermosilla, Torres Salinas, Sánchez Palomino, Montalvo Cubas y Zeta Chunga; del voto en contra de los congresistas Taipe Coronado y Pablo Medina; del voto en abstención de los congresistas Cutipa Ccama y Cruz Mamani; y del cambio de voto de a favor por voto en contra del congresista Kamiche Morante y de voto en contra por voto a favor del congresista Ventura Angel."
