metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Sesión virtual del 31 de enero de 2022
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/CE4D3E61BBBD3DAA052587DE00741E21/$FILE/Asis_vot_OFICIAL_31-01-22.pdf
dia,2022-01-31
hora,20:28
asunto,"ADMISIÓN A DEBATE DE LA MOCIÓN 1853, QUE PROPONE RECHAZAR LAS EXPRESIONES VERTIDAS POR EL SEÑOR PRESIDENTE DE LA REPÚBLICA, JOSÉ PEDRO CASTILLO TERRONES, RESPECTO A SU PRETENDIDA INTENCIÓN DE CEDER SOBERANÍA MARÍTIMA AL ESTADO PLURINACIONAL DE BOLIVIA Y EXHORTARLO A RESPETAR Y HACER PREVALECER LA SOBERANÍA NACIONAL"
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,63
