metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,SESIÓN VIRTUAL DEL PLENO DEL CONGRESO DE LA REPÚBLICA
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/63496A82320A2BF40525874F00537F01/$FILE/Asis_vot_OFICIAL-02-09-21.pdf
dia,2021-09-02
hora,17:05
asunto,"ADMISIÓN A DEBATE DE LA MOCIÓN 006, QUE PROPONE CONFORMAR UNA COMISIÓN ESPECIAL MULTISECTORIAL A FAVOR DE LOS VALLES DE LOS RÍOS APURÍMAC, ENE Y MANTARO - VRAEM, ENCARGADA DE ESTUDIAR, MONITOREAR, EVALUAR, PROPONER, PROMOVER Y FISCALIZAR EN LOS TRES NIVELES DE GOBIERNO, EL CUMPLIMIENTO DE LAS POLÍTICAS, PLANEAS, PROGAMAS, PROYECTOS, ESTRATEGIAS, ENTRE OTRAS ACCIONES DADAS POR EL PODER EJECUTIVO A FAVOR DEL VRAEM, RECONMENDANDO Y TOMANDO ACCIONES."
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,64
