hora,nota
11:09,"Después de cerrada la votación electrónica, dejan constancia verbal de sus votos a favor los congresistas Agüero Gutiérrez, Alva Rojas, Anderson Ramírez, Arriola Tueros, Balcazar Zelada, Bazán Narro, Bellido Ugarte, Cavero Alva, Chirinos Venegas, Cordova Lobatón, Cueto Aserví, Echeverría Rodríguez, Elera García, Guerra-García Campos, Huamán Coronado, Málaga Trillo, Martínez Talavera, Medina Hermosilla, Monteza Facho, Muñante Barrios, Paredes Fonseca, Paredes Gonzales, Paredes Pique, Pariona Siche, Portero López, Saavedra Casternoque, Soto Palacios, Torres Salinas, Tudela Gutiérrez, Aramuruz Dulanto, Pable Medina, Chacón Trujillo y Revilla Villanueva"
