metadato,valor
dia,2021-09-17
hora,00:35
asunto,"NOMINA DE INTEGRANTES DE LA COMISIÓN ENCARGADA DEL SEGUIMIENTO, COORDINACIÓN Y FORMULACIÓN DE PROPUESTAS EN MATERIA DE MITIGACIÓN DE LOS EFECTOS DEL CAMBIO CLIMÁTICO, DURANTE EL PREIODO PARLAMENTARIO 2021-2026, CONSTITUIDA POR LA MOCIÓN DE ORDEN DEL DÍA 060"
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,63
