metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Segunda Legislatura Ordinaria
sesion,Sesión virtual del 28 de abril de 2022
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/D513E2F2A01D5BDC0525883A0076BF02/$FILE/Asis_vot_OFICIAL_28-04-22.pdf
dia,2022-04-28
hora,23:48
asunto,"INSISTENCIA EN LA AUTÓGRAFA OBSERVADA POR EL SEÑOR PRESIDENTE DE LA REPÚBLICA RECAÍDA EN EL PROYECTO DE LEY 4, QUE PROPONE DECLARAR DE INTERÉS NACIONAL LA RECUPERACIÓN, CONSERVACIÓN Y PROTECCIÓN DE LA PESCA ANCESTRAL EN CABALLITO DE TOTORA Y LA CREACIÓN DE BALSARES PARA EL CULTIVO DE TOTORA, EN EL DISTRITO DE PIMENTEL, PROVINCIA DE CHICLAYO, DEPARTAMENTO DE LAMBAYEQUE"
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,60
