hora,nota
22:59,"Después de cerrada la votación electrónica, dejan constancia verbal de sus votos a favor los congresistas Agüero Gutiérrez, Anderson Ramírez, Cavero Alva, Chirinos Venegas, Cueto Aserví, Guerra-García Campos, Huamán Coronado, Infantes Castañeda, Medina Hermosilla, Muñante Barrios, Paredes Gonzales, Pariona Sinche y Tudela Gutiérrez; y de sus votos en contra los congresistas Alva Rojas, Balcazar Zolada, Bazán Narro, Doroteo Carbajo, Echeverría Rodríguez, Elera García, Málaga Trillo, Martinez Talavera, Monteza Facho, Paredes Fonseca, Paredes Pique, Portero Lopez, Soto Palacios y Torres Salinas"
