hora,nota
17:11,"El congresista Soto Reyes, presidente del Congreso, deja constancia del voto a favor de los congresistas Soto Palacios, Jáuregui Martínez de Aguayo, Camones Soriano, Wong Pujada, Olivos Martínez, Lizarzaburu Lizarzaburu y Quiroz Barboza; del voto en contra de los congresistas Taipe Coronado; Portalatino Ávalos, Sánchez Palomino y Bazán Narro; y del voto en abstención de la congresista Limachi Quispe."
