metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2022-2023
legislatura,Segunda Legislatura Ordinaria
sesion,Asistencias y votaciones de la sesión del 15-06-2023
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/7AC1D34A7321467E052589D4004E7B31/$FILE/Asis_vot_OFICIAL_15-06-23.pdf
dia,2023-06-15
