hora,nota
17:22,"Después de cerrada la votación electrónica, dejan constancia verbal de sus votos a favor los congresistas Anderson Ramírez, Arriola Tueros, Cavero Alva, Chirinos Venegas, Cueto Aserví, Elera García, Guerra-García Campos, Huamán Coronado, Infantes Castañeda, Málaga Trillo, Monteza Facho, Muñante Barrios, Paredes Fonseca, Paredes Pique, Soto Palacios, Torres Salinas, Tudela Gutiérrez; y de sus votos en contra los congresistas Agüero Gutiérrez, Alva Rojas, Balcazar Zelada, Bazán Narro, Echeverría Rodríguez, Martínez Talavera, Medina Hermosilla, Paredes Gonzales, Pariona Sinche y Portero López. "
