hora,nota
12:11,"El congresista Soto Reyes, presidente del Congreso, deja constancia del voto a favor de los congresistas Paredes Fonseca, Córdova Lobatón, Alegría García, Barbarán Reyes, Camones Soriano y Julón Irigoín; del voto en contra de los congresistas Portalatino Ávalos, Sánchez Palomino, Cortez Aguirre y Palacios Huamán; y del coto en abstención del congresista Marticorena Mendoza."
