metadato,valor
dia,2023-09-20
hora,19:47
asunto,"CUESTIÓN PREVIA PARA QUE RETORNE A LA COMISIÓN DE DEFENSA NACIONAL EL PROYECTO DE LEY 4751, QUE PROPONE INCORPORAR AL PRESIDENTE DE LA COMISIÓN DE DEFENSA NACIONAL, ORDEN INTERNO, DESARROLLO ALTERNATIVO Y LUCHA CONTRA LAS DROGAS DEL CONGRESO DE LA REPUBLICA, COMO MIEMBRO DEL CONSEJO NACIONAL DE SEGURIDAD CIUDADANA (CONASEC)"
presidente,"GUERRA GARCÍA CAMPOS, HERNANDO"
quorum,62
