metadato,valor
periodo_parlamentario,2021-2026
periodo_anual,2021-2022
legislatura,Primera Legislatura Ordinaria
sesion,Sesión virtual del pleno del Congreso de la República
url_pdf,https://www2.congreso.gob.pe/Sicr/RelatAgenda/PlenoComiPerm20112016.nsf/Apleno/F2F60722E4B8D7FF0525873C0076FBB5/$FILE/Asis-vot-OFICIAL-05-08-21.pdf
dia,2021-08-05
hora,12:33
asunto,"CUADRO DE COMISIONES ORDINARIAS Y NÚMERO DE INTEGRANTES, ASI COMO EL NÚMERO DE MIEMBROS DE LA COMISIÓN PERMANENTE PARA EL PERIODO ANUAL DE SESIONES 2021-2022, ELABORADO POR LA JUNTA DE PORTAVOCES EN LA SESIÓN DEL 3 DE AGOSTO DE 2021 Y APROBADO POR EL CONSEJO DIRECTIVO EN LA SESIÓN DEL 4 DE AGOSTO DE 2021"
presidente,"ALVA PRIETO, MARÍA DEL CARMEN"
quorum,66
